model,dataset,method,tau,precision,coverage,n_accepted
minilm-l12,trec-covid,temp_lodo,0.79,,0.0017261219792865361,3
minilm-l12,trec-covid,temp_lodo,0.8,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.81,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.8200000000000001,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.8300000000000001,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.8400000000000001,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.85,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.86,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.87,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.88,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.89,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.9,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.91,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.92,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.93,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.9400000000000001,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.9500000000000001,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.9600000000000001,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.97,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.98,,0.0,0
minilm-l12,trec-covid,temp_lodo,0.99,,0.0,0
minilm-l12,trec-dl-2019,raw,0.01,0.39072847682119205,0.8512575888985255,1963
minilm-l12,trec-dl-2019,raw,0.02,0.39915966386554624,0.8256721595836947,1904
minilm-l12,trec-dl-2019,raw,0.03,0.4044157242864836,0.8052905464006939,1857
minilm-l12,trec-dl-2019,raw,0.04,0.4083969465648855,0.795316565481353,1834
minilm-l12,trec-dl-2019,raw,0.05,0.4117971334068357,0.7866435385949696,1814
minilm-l12,trec-dl-2019,raw,0.060000000000000005,0.41457985531441294,0.7792714657415438,1797
minilm-l12,trec-dl-2019,raw,0.06999999999999999,0.4171813587871982,0.7723330442324371,1781
minilm-l12,trec-dl-2019,raw,0.08,0.41855203619909503,0.766695576756288,1768
minilm-l12,trec-dl-2019,raw,0.09,0.41918903483723585,0.7593235039028621,1751
minilm-l12,trec-dl-2019,raw,0.09999999999999999,0.4182027649769585,0.7528187337380746,1736
minilm-l12,trec-dl-2019,raw,0.11,0.4184149184149184,0.7441457068516912,1716
minilm-l12,trec-dl-2019,raw,0.12,0.42012873025160913,0.7411101474414571,1709
minilm-l12,trec-dl-2019,raw,0.13,0.4216725559481743,0.7363399826539462,1698
minilm-l12,trec-dl-2019,raw,0.14,0.4232142857142857,0.7285342584562012,1680
minilm-l12,trec-dl-2019,raw,0.15000000000000002,0.4251497005988024,0.7241977450130095,1670
minilm-l12,trec-dl-2019,raw,0.16,0.42685129440096325,0.720294882914137,1661
minilm-l12,trec-dl-2019,raw,0.17,0.42675544794188863,0.7163920208152645,1652
minilm-l12,trec-dl-2019,raw,0.18000000000000002,0.4282238442822384,0.7129228100607112,1644
minilm-l12,trec-dl-2019,raw,0.19,0.4286589099816289,0.7081526452732003,1633
minilm-l12,trec-dl-2019,raw,0.2,0.42874692874692877,0.7059843885516045,1628
minilm-l12,trec-dl-2019,raw,0.21000000000000002,0.43042671614100186,0.7012142237640937,1617
minilm-l12,trec-dl-2019,raw,0.22,0.4335620711166563,0.6951431049436253,1603
minilm-l12,trec-dl-2019,raw,0.23,0.43431803896920174,0.6899392888117953,1591
minilm-l12,trec-dl-2019,raw,0.24000000000000002,0.4341772151898734,0.6851691240242844,1580
minilm-l12,trec-dl-2019,raw,0.25,0.43483788938334395,0.6821335646140503,1573
minilm-l12,trec-dl-2019,raw,0.26,0.4358647096362476,0.6795316565481353,1567
minilm-l12,trec-dl-2019,raw,0.27,0.437862202189311,0.673460537727667,1553
minilm-l12,trec-dl-2019,raw,0.28,0.4381443298969072,0.6730268863833477,1552
minilm-l12,trec-dl-2019,raw,0.29000000000000004,0.4385510996119017,0.6704249783174328,1546
minilm-l12,trec-dl-2019,raw,0.3,0.4398178269355888,0.6665221162185603,1537
minilm-l12,trec-dl-2019,raw,0.31,0.4408109875735775,0.663052905464007,1529
minilm-l12,trec-dl-2019,raw,0.32,0.44057780695994747,0.660450997398092,1523
minilm-l12,trec-dl-2019,raw,0.33,0.4425363276089828,0.6565481352992194,1514
minilm-l12,trec-dl-2019,raw,0.34,0.4436339522546419,0.6539462272333044,1508
minilm-l12,trec-dl-2019,raw,0.35000000000000003,0.4441489361702128,0.6522116218560278,1504
minilm-l12,trec-dl-2019,raw,0.36000000000000004,0.44496330887258173,0.650043365134432,1499
minilm-l12,trec-dl-2019,raw,0.37,0.445260347129506,0.6496097137901128,1498
minilm-l12,trec-dl-2019,raw,0.38,0.44705093833780163,0.6470078057241977,1492
minilm-l12,trec-dl-2019,raw,0.39,0.4475100942126514,0.6444058976582827,1486
minilm-l12,trec-dl-2019,raw,0.4,0.4483457123565159,0.6422376409366869,1481
minilm-l12,trec-dl-2019,raw,0.41000000000000003,0.44955991875423157,0.6405030355594102,1477
minilm-l12,trec-dl-2019,raw,0.42000000000000004,0.4512610770279482,0.6361665221162186,1467
minilm-l12,trec-dl-2019,raw,0.43,0.45229924502402197,0.6318300086730269,1457
minilm-l12,trec-dl-2019,raw,0.44,0.452856159669649,0.6300954032957502,1453
minilm-l12,trec-dl-2019,raw,0.45,0.45504840940525587,0.627059843885516,1446
minilm-l12,trec-dl-2019,raw,0.46,0.4575208913649025,0.6227233304423244,1436
minilm-l12,trec-dl-2019,raw,0.47000000000000003,0.4581005586592179,0.6209887250650477,1432
minilm-l12,trec-dl-2019,raw,0.48000000000000004,0.4595924104005622,0.6170858629661752,1423
minilm-l12,trec-dl-2019,raw,0.49,0.4611581920903955,0.614050303555941,1416
minilm-l12,trec-dl-2019,raw,0.5,0.46279234585400425,0.6118820468343452,1411
minilm-l12,trec-dl-2019,raw,0.51,0.4642857142857143,0.6071118820468343,1400
minilm-l12,trec-dl-2019,raw,0.52,0.4648997134670487,0.6053772766695577,1396
minilm-l12,trec-dl-2019,raw,0.53,0.46690647482014386,0.6027753686036427,1390
minilm-l12,trec-dl-2019,raw,0.54,0.4685466377440347,0.5997398091934085,1383
minilm-l12,trec-dl-2019,raw,0.55,0.46879535558780844,0.5975715524718127,1378
minilm-l12,trec-dl-2019,raw,0.56,0.47218155197657397,0.5923677363399826,1366
minilm-l12,trec-dl-2019,raw,0.5700000000000001,0.47318148420279205,0.5901994796183868,1361
minilm-l12,trec-dl-2019,raw,0.5800000000000001,0.47236551215917466,0.5884648742411102,1357
minilm-l12,trec-dl-2019,raw,0.59,0.47411242603550297,0.5862966175195143,1352
minilm-l12,trec-dl-2019,raw,0.6,0.475482912332838,0.5836947094535994,1346
minilm-l12,trec-dl-2019,raw,0.61,0.4761194029850746,0.5810928013876843,1340
minilm-l12,trec-dl-2019,raw,0.62,0.47930775018811134,0.5763226366001735,1329
minilm-l12,trec-dl-2019,raw,0.63,0.4811178247734139,0.5741543798785776,1324
minilm-l12,trec-dl-2019,raw,0.64,0.48514851485148514,0.5693842150910667,1313
minilm-l12,trec-dl-2019,raw,0.65,0.4847094801223242,0.5672159583694709,1308
minilm-l12,trec-dl-2019,raw,0.66,0.4846390168970814,0.5646140503035559,1302
minilm-l12,trec-dl-2019,raw,0.67,0.4846153846153846,0.5637467476149176,1300
minilm-l12,trec-dl-2019,raw,0.68,0.48494208494208496,0.5615784908933218,1295
minilm-l12,trec-dl-2019,raw,0.6900000000000001,0.4864235841737781,0.5589765828274068,1289
minilm-l12,trec-dl-2019,raw,0.7000000000000001,0.48829953198127923,0.5559410234171726,1282
minilm-l12,trec-dl-2019,raw,0.7100000000000001,0.49058084772370486,0.5524718126626192,1274
minilm-l12,trec-dl-2019,raw,0.72,0.4920886075949367,0.5481352992194276,1264
minilm-l12,trec-dl-2019,raw,0.73,0.492442322991249,0.5450997398091935,1257
minilm-l12,trec-dl-2019,raw,0.74,0.4940143655227454,0.5433651344319167,1253
minilm-l12,trec-dl-2019,raw,0.75,0.4967897271268058,0.5403295750216826,1246
minilm-l12,trec-dl-2019,raw,0.76,0.49878934624697335,0.5372940156114484,1239
minilm-l12,trec-dl-2019,raw,0.77,0.49878147847278637,0.5338248048568951,1231
minilm-l12,trec-dl-2019,raw,0.78,0.5020508613617719,0.528620988725065,1219
minilm-l12,trec-dl-2019,raw,0.79,0.5028949545078577,0.5242844752818734,1209
minilm-l12,trec-dl-2019,raw,0.8,0.5041736227045075,0.5195143104943626,1198
minilm-l12,trec-dl-2019,raw,0.81,0.5076013513513513,0.5134431916738942,1184
minilm-l12,trec-dl-2019,raw,0.8200000000000001,0.5085178875638842,0.5091066782307025,1174
minilm-l12,trec-dl-2019,raw,0.8300000000000001,0.5107480653482374,0.5043365134431916,1163
minilm-l12,trec-dl-2019,raw,0.8400000000000001,0.5108412836079792,0.5,1153
minilm-l12,trec-dl-2019,raw,0.85,0.5122591943957968,0.49522983521248914,1142
minilm-l12,trec-dl-2019,raw,0.86,0.5159010600706714,0.4908933217692975,1132
minilm-l12,trec-dl-2019,raw,0.87,0.5174574753804835,0.48438855160451,1117
minilm-l12,trec-dl-2019,raw,0.88,0.5192660550458715,0.47267996530789247,1090
minilm-l12,trec-dl-2019,raw,0.89,0.5214552238805971,0.46487424111014747,1072
minilm-l12,trec-dl-2019,raw,0.9,0.524170616113744,0.4575021682567216,1055
minilm-l12,trec-dl-2019,raw,0.91,0.5229885057471264,0.4527320034692108,1044
minilm-l12,trec-dl-2019,raw,0.92,0.5267770204479065,0.4453599306157849,1027
minilm-l12,trec-dl-2019,raw,0.93,0.5334665334665335,0.4340849956634866,1001
minilm-l12,trec-dl-2019,raw,0.9400000000000001,0.541795665634675,0.4202081526452732,969
minilm-l12,trec-dl-2019,raw,0.9500000000000001,0.5479744136460555,0.406764960971379,938
minilm-l12,trec-dl-2019,raw,0.9600000000000001,0.5540691192865106,0.38898525585429317,897
minilm-l12,trec-dl-2019,raw,0.97,0.5648584905660378,0.3677363399826539,848
minilm-l12,trec-dl-2019,raw,0.98,0.5842985842985843,0.3369470945359931,777
minilm-l12,trec-dl-2019,raw,0.99,0.6201201201201201,0.2888117953165655,666
minilm-l12,trec-dl-2019,temp,0.01,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.02,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.03,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.04,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.05,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.060000000000000005,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.06999999999999999,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.08,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.09,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.09999999999999999,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.11,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.12,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.13,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.14,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.15000000000000002,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.16,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,temp,0.17,0.3498263888888889,0.9991326973113617,2304
minilm-l12,trec-dl-2019,temp,0.18000000000000002,0.35181143605412485,0.9934952298352124,2291
minilm-l12,trec-dl-2019,temp,0.19,0.3546819787985866,0.981786643538595,2264
minilm-l12,trec-dl-2019,temp,0.2,0.35631672597864766,0.9748482220294883,2248
minilm-l12,trec-dl-2019,temp,0.21000000000000002,0.3574944071588367,0.9692107545533392,2235
minilm-l12,trec-dl-2019,temp,0.22,0.3576248313090418,0.9640069384215091,2223
minilm-l12,trec-dl-2019,temp,0.23,0.3588235294117647,0.95836947094536,2210
minilm-l12,trec-dl-2019,temp,0.24000000000000002,0.3604385564184559,0.9492627927146574,2189
minilm-l12,trec-dl-2019,temp,0.25,0.3630924988495168,0.9423243712055508,2173
minilm-l12,trec-dl-2019,temp,0.26,0.36595547309833026,0.9349522983521249,2156
minilm-l12,trec-dl-2019,temp,0.27,0.36802625410220347,0.924978317432784,2133
minilm-l12,trec-dl-2019,temp,0.28,0.36916548797736914,0.9197745013009541,2121
minilm-l12,trec-dl-2019,temp,0.29000000000000004,0.370952380952381,0.9106678230702515,2100
minilm-l12,trec-dl-2019,temp,0.3,0.37367915465898177,0.9028620988725065,2082
minilm-l12,trec-dl-2019,temp,0.31,0.3765730880929332,0.8959236773633998,2066
minilm-l12,trec-dl-2019,temp,0.32,0.38008827856792543,0.8842150910667823,2039
minilm-l12,trec-dl-2019,temp,0.33,0.38515196811160934,0.870338248048569,2007
minilm-l12,trec-dl-2019,temp,0.34,0.3907520325203252,0.8534258456201215,1968
minilm-l12,trec-dl-2019,temp,0.35000000000000003,0.3923076923076923,0.8456201214223764,1950
minilm-l12,trec-dl-2019,temp,0.36000000000000004,0.39604989604989604,0.834345186470078,1924
minilm-l12,trec-dl-2019,temp,0.37,0.4004226096143687,0.8209019947961839,1893
minilm-l12,trec-dl-2019,temp,0.38,0.40451855836471223,0.8061578490893322,1859
minilm-l12,trec-dl-2019,temp,0.39,0.4083969465648855,0.795316565481353,1834
minilm-l12,trec-dl-2019,temp,0.4,0.4120242691671263,0.7862098872506504,1813
minilm-l12,trec-dl-2019,temp,0.41000000000000003,0.41727425687044306,0.7732003469210754,1783
minilm-l12,trec-dl-2019,temp,0.42000000000000004,0.4188571428571429,0.7588898525585429,1750
minilm-l12,trec-dl-2019,temp,0.43,0.42012873025160913,0.7411101474414571,1709
minilm-l12,trec-dl-2019,temp,0.44,0.4251497005988024,0.7241977450130095,1670
minilm-l12,trec-dl-2019,temp,0.45,0.42857142857142855,0.707285342584562,1631
minilm-l12,trec-dl-2019,temp,0.46,0.4344521849271691,0.6847354726799653,1579
minilm-l12,trec-dl-2019,temp,0.47000000000000003,0.4398178269355888,0.6665221162185603,1537
minilm-l12,trec-dl-2019,temp,0.48000000000000004,0.44496330887258173,0.650043365134432,1499
minilm-l12,trec-dl-2019,temp,0.49,0.45198902606310015,0.632263660017346,1458
minilm-l12,trec-dl-2019,temp,0.5,0.46279234585400425,0.6118820468343452,1411
minilm-l12,trec-dl-2019,temp,0.51,0.47318148420279205,0.5901994796183868,1361
minilm-l12,trec-dl-2019,temp,0.52,0.48404255319148937,0.5706851691240243,1316
minilm-l12,trec-dl-2019,temp,0.53,0.48829953198127923,0.5559410234171726,1282
minilm-l12,trec-dl-2019,temp,0.54,0.4991935483870968,0.5377276669557676,1240
minilm-l12,trec-dl-2019,temp,0.55,0.5067226890756302,0.5160450997398092,1190
minilm-l12,trec-dl-2019,temp,0.56,0.5118110236220472,0.4956634865568083,1143
minilm-l12,trec-dl-2019,temp,0.5700000000000001,0.5202578268876611,0.47094535993061576,1086
minilm-l12,trec-dl-2019,temp,0.5800000000000001,0.522488038277512,0.45316565481352994,1045
minilm-l12,trec-dl-2019,temp,0.59,0.534,0.4336513443191674,1000
minilm-l12,trec-dl-2019,temp,0.6,0.544973544973545,0.4098005203816132,945
minilm-l12,trec-dl-2019,temp,0.61,0.5541899441340782,0.38811795316565484,895
minilm-l12,trec-dl-2019,temp,0.62,0.566350710900474,0.36600173460537727,844
minilm-l12,trec-dl-2019,temp,0.63,0.579746835443038,0.3425845620121422,790
minilm-l12,trec-dl-2019,temp,0.64,0.5922459893048129,0.32437120555073723,748
minilm-l12,trec-dl-2019,temp,0.65,0.6069364161849711,0.30008673026886384,692
minilm-l12,trec-dl-2019,temp,0.66,0.6275115919629057,0.2805724197745013,647
minilm-l12,trec-dl-2019,temp,0.67,0.6533333333333333,0.26019080659150046,600
minilm-l12,trec-dl-2019,temp,0.68,0.6703499079189686,0.23547267996530788,543
minilm-l12,trec-dl-2019,temp,0.6900000000000001,0.6926147704590818,0.21725932350390287,501
minilm-l12,trec-dl-2019,temp,0.7000000000000001,0.71875,0.194275802254987,448
minilm-l12,trec-dl-2019,temp,0.7100000000000001,0.743142144638404,0.17389418907198612,401
minilm-l12,trec-dl-2019,temp,0.72,0.7648725212464589,0.1530789245446661,353
minilm-l12,trec-dl-2019,temp,0.73,0.7785234899328859,0.12922810060711187,298
minilm-l12,trec-dl-2019,temp,0.74,0.796078431372549,0.11058109280138768,255
minilm-l12,trec-dl-2019,temp,0.75,0.8130841121495327,0.09280138768430182,214
minilm-l12,trec-dl-2019,temp,0.76,0.8092105263157895,0.06591500433651344,152
minilm-l12,trec-dl-2019,temp,0.77,0.7818181818181819,0.047701647875108416,110
minilm-l12,trec-dl-2019,temp,0.78,0.775,0.03469210754553339,80
minilm-l12,trec-dl-2019,temp,0.79,0.7115384615384616,0.022549869904596703,52
minilm-l12,trec-dl-2019,temp,0.8,,0.010841283607979185,25
minilm-l12,trec-dl-2019,temp,0.81,,0.0026019080659150044,6
minilm-l12,trec-dl-2019,temp,0.8200000000000001,,0.0,0
minilm-l12,trec-dl-2019,temp,0.8300000000000001,,0.0,0
minilm-l12,trec-dl-2019,temp,0.8400000000000001,,0.0,0
minilm-l12,trec-dl-2019,temp,0.85,,0.0,0
minilm-l12,trec-dl-2019,temp,0.86,,0.0,0
minilm-l12,trec-dl-2019,temp,0.87,,0.0,0
minilm-l12,trec-dl-2019,temp,0.88,,0.0,0
minilm-l12,trec-dl-2019,temp,0.89,,0.0,0
minilm-l12,trec-dl-2019,temp,0.9,,0.0,0
minilm-l12,trec-dl-2019,temp,0.91,,0.0,0
minilm-l12,trec-dl-2019,temp,0.92,,0.0,0
minilm-l12,trec-dl-2019,temp,0.93,,0.0,0
minilm-l12,trec-dl-2019,temp,0.9400000000000001,,0.0,0
minilm-l12,trec-dl-2019,temp,0.9500000000000001,,0.0,0
minilm-l12,trec-dl-2019,temp,0.9600000000000001,,0.0,0
minilm-l12,trec-dl-2019,temp,0.97,,0.0,0
minilm-l12,trec-dl-2019,temp,0.98,,0.0,0
minilm-l12,trec-dl-2019,temp,0.99,,0.0,0
minilm-l12,trec-dl-2019,platt,0.01,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,platt,0.02,0.34952298352124894,1.0,2306
minilm-l12,trec-dl-2019,platt,0.03,0.3566964285714286,0.971379011274935,2240
minilm-l12,trec-dl-2019,platt,0.04,0.36,0.9540329575021682,2200
minilm-l12,trec-dl-2019,platt,0.05,0.3661252900232019,0.9345186470078057,2155
minilm-l12,trec-dl-2019,platt,0.060000000000000005,0.3702127659574468,0.9171725932350391,2115
minilm-l12,trec-dl-2019,platt,0.06999999999999999,0.37457871930669234,0.9006938421509106,2077
minilm-l12,trec-dl-2019,platt,0.08,0.3810226155358899,0.8820468343451865,2034
minilm-l12,trec-dl-2019,platt,0.09,0.38928210313447925,0.8577623590633131,1978
minilm-l12,trec-dl-2019,platt,0.09999999999999999,0.39340885684860966,0.8421509106678231,1942
minilm-l12,trec-dl-2019,platt,0.11,0.3992635455023672,0.8243712055507372,1901
minilm-l12,trec-dl-2019,platt,0.12,0.40528872099298435,0.8035559410234172,1853
minilm-l12,trec-dl-2019,platt,0.13,0.40951339529797703,0.7931483087597572,1829
minilm-l12,trec-dl-2019,platt,0.14,0.4154103852596315,0.7766695576756288,1791
minilm-l12,trec-dl-2019,platt,0.15000000000000002,0.4197952218430034,0.7623590633130962,1758
minilm-l12,trec-dl-2019,platt,0.16,0.4186588921282799,0.7437120555073721,1715
minilm-l12,trec-dl-2019,platt,0.17,0.4246411483253589,0.7250650477016479,1672
minilm-l12,trec-dl-2019,platt,0.18000000000000002,0.42769981696156195,0.7107545533391153,1639
minilm-l12,trec-dl-2019,platt,0.19,0.4338790931989924,0.6886383347788378,1588
minilm-l12,trec-dl-2019,platt,0.2,0.43806451612903224,0.6721595836947094,1550
minilm-l12,trec-dl-2019,platt,0.21000000000000002,0.4433399602385686,0.6543798785776236,1509
minilm-l12,trec-dl-2019,platt,0.22,0.44774106540795683,0.6431049436253252,1483
minilm-l12,trec-dl-2019,platt,0.23,0.456884561891516,0.6235906331309627,1438
minilm-l12,trec-dl-2019,platt,0.24000000000000002,0.4645669291338583,0.6058109280138768,1397
minilm-l12,trec-dl-2019,platt,0.25,0.473568281938326,0.590633130962706,1362
minilm-l12,trec-dl-2019,platt,0.26,0.4800301431801055,0.5754553339115351,1327
minilm-l12,trec-dl-2019,platt,0.27,0.4842186297151655,0.5633130962705984,1299
minilm-l12,trec-dl-2019,platt,0.28,0.4913112164296998,0.5490026019080659,1266
minilm-l12,trec-dl-2019,platt,0.29000000000000004,0.49838969404186795,0.5385949696444059,1242
minilm-l12,trec-dl-2019,platt,0.3,0.5028949545078577,0.5242844752818734,1209
minilm-l12,trec-dl-2019,platt,0.31,0.5093856655290102,0.5082393755420642,1172
minilm-l12,trec-dl-2019,platt,0.32,0.5118110236220472,0.4956634865568083,1143
minilm-l12,trec-dl-2019,platt,0.33,0.5170250896057348,0.4839549002601908,1116
minilm-l12,trec-dl-2019,platt,0.34,0.5210084033613446,0.46444058976582825,1071
minilm-l12,trec-dl-2019,platt,0.35000000000000003,0.5224450811843362,0.45403295750216827,1047
minilm-l12,trec-dl-2019,platt,0.36000000000000004,0.5289499509322866,0.4418907198612316,1019
minilm-l12,trec-dl-2019,platt,0.37,0.536144578313253,0.4319167389418907,996
minilm-l12,trec-dl-2019,platt,0.38,0.5421436004162331,0.41673894189071986,961
minilm-l12,trec-dl-2019,platt,0.39,0.5511302475780409,0.4028620988725065,929
minilm-l12,trec-dl-2019,platt,0.4,0.5546875,0.388551604509974,896
minilm-l12,trec-dl-2019,platt,0.41000000000000003,0.5594002306805075,0.37597571552471815,867
minilm-l12,trec-dl-2019,platt,0.42000000000000004,0.5685339690107271,0.36383347788378145,839
minilm-l12,trec-dl-2019,platt,0.43,0.5799256505576208,0.3499566348655681,807
minilm-l12,trec-dl-2019,platt,0.44,0.5825864276568502,0.33868169991326974,781
minilm-l12,trec-dl-2019,platt,0.45,0.5888594164456233,0.3269731136166522,754
minilm-l12,trec-dl-2019,platt,0.46,0.5964187327823691,0.3148308759757155,726
minilm-l12,trec-dl-2019,platt,0.47000000000000003,0.6060171919770774,0.3026886383347788,698
minilm-l12,trec-dl-2019,platt,0.48000000000000004,0.6153846153846154,0.29314830875975717,676
minilm-l12,trec-dl-2019,platt,0.49,0.6246153846153846,0.2818733738074588,650
minilm-l12,trec-dl-2019,platt,0.5,0.64,0.2710320901994796,625
minilm-l12,trec-dl-2019,platt,0.51,0.6500829187396352,0.26149176062445795,603
minilm-l12,trec-dl-2019,platt,0.52,0.6539130434782608,0.24934952298352125,575
minilm-l12,trec-dl-2019,platt,0.53,0.6703499079189686,0.23547267996530788,543
minilm-l12,trec-dl-2019,platt,0.54,0.6826923076923077,0.22549869904596703,520
minilm-l12,trec-dl-2019,platt,0.55,0.692,0.2168256721595837,500
minilm-l12,trec-dl-2019,platt,0.56,0.7014613778705637,0.20771899392888118,479
minilm-l12,trec-dl-2019,platt,0.5700000000000001,0.71875,0.194275802254987,448
minilm-l12,trec-dl-2019,platt,0.5800000000000001,0.7313084112149533,0.18560277536860365,428
minilm-l12,trec-dl-2019,platt,0.59,0.743142144638404,0.17389418907198612,401
minilm-l12,trec-dl-2019,platt,0.6,0.7559681697612732,0.1634865568083261,377
minilm-l12,trec-dl-2019,platt,0.61,0.7648725212464589,0.1530789245446661,353
minilm-l12,trec-dl-2019,platt,0.62,0.7699386503067485,0.14137033824804857,326
minilm-l12,trec-dl-2019,platt,0.63,0.7777777777777778,0.1287944492627927,297
minilm-l12,trec-dl-2019,platt,0.64,0.782608695652174,0.1196877710320902,276
minilm-l12,trec-dl-2019,platt,0.65,0.796078431372549,0.11058109280138768,255
minilm-l12,trec-dl-2019,platt,0.66,0.8041666666666667,0.10407632263660017,240
minilm-l12,trec-dl-2019,platt,0.67,0.8130841121495327,0.09280138768430182,214
minilm-l12,trec-dl-2019,platt,0.68,0.8177083333333334,0.08326105810928014,192
minilm-l12,trec-dl-2019,platt,0.6900000000000001,0.8092105263157895,0.06591500433651344,152
minilm-l12,trec-dl-2019,platt,0.7000000000000001,0.7923076923076923,0.05637467476149176,130
minilm-l12,trec-dl-2019,platt,0.7100000000000001,0.7818181818181819,0.047701647875108416,110
minilm-l12,trec-dl-2019,platt,0.72,0.8,0.0411968777103209,95
minilm-l12,trec-dl-2019,platt,0.73,0.775,0.03469210754553339,80
minilm-l12,trec-dl-2019,platt,0.74,0.7619047619047619,0.027320034692107545,63
minilm-l12,trec-dl-2019,platt,0.75,0.7083333333333334,0.020815264527320035,48
minilm-l12,trec-dl-2019,platt,0.76,0.7222222222222222,0.015611448395490026,36
minilm-l12,trec-dl-2019,platt,0.77,,0.010407632263660017,24
minilm-l12,trec-dl-2019,platt,0.78,,0.004770164787510842,11
minilm-l12,trec-dl-2019,platt,0.79,,0.002168256721595837,5
minilm-l12,trec-dl-2019,platt,0.8,,0.0004336513443191674,1
minilm-l12,trec-dl-2019,platt,0.81,,0.0,0
minilm-l12,trec-dl-2019,platt,0.8200000000000001,,0.0,0
minilm-l12,trec-dl-2019,platt,0.8300000000000001,,0.0,0
minilm-l12,trec-dl-2019,platt,0.8400000000000001,,0.0,0
minilm-l12,trec-dl-2019,platt,0.85,,0.0,0
minilm-l12,trec-dl-2019,platt,0.86,,0.0,0
minilm-l12,trec-dl-2019,platt,0.87,,0.0,0
minilm-l12,trec-dl-2019,platt,0.88,,0.0,0
minilm-l12,trec-dl-2019,platt,0.89,,0.0,0
minilm-l12,trec-dl-2019,platt,0.9,,0.0,0
minilm-l12,trec-dl-2019,platt,0.91,,0.0,0
minilm-l12,trec-dl-2019,platt,0.92,,0.0,0
minilm-l12,trec-dl-2019,platt,0.93,,0.0,0
minilm-l12,trec-dl-2019,platt,0.9400000000000001,,0.0,0
minilm-l12,trec-dl-2019,platt,0.9500000000000001,,0.0,0
minilm-l12,trec-dl-2019,platt,0.9600000000000001,,0.0,0
minilm-l12,trec-dl-2019,platt,0.97,,0.0,0
minilm-l12,trec-dl-2019,platt,0.98,,0.0,0
minilm-l12,trec-dl-2019,platt,0.99,,0.0,0
minilm-l12,trec-dl-2019,iso,0.01,0.35135135135135137,0.99479618386817,2294
minilm-l12,trec-dl-2019,iso,0.02,0.35181143605412485,0.9934952298352124,2291
minilm-l12,trec-dl-2019,iso,0.03,0.356855739169272,0.9709453599306158,2239
minilm-l12,trec-dl-2019,iso,0.04,0.35701519213583555,0.9705117085862967,2238
minilm-l12,trec-dl-2019,iso,0.05,0.3573345259391771,0.9696444058976583,2236
minilm-l12,trec-dl-2019,iso,0.060000000000000005,0.35804132973944297,0.9653078924544666,2226
minilm-l12,trec-dl-2019,iso,0.06999999999999999,0.3591485507246377,0.9575021682567216,2208
minilm-l12,trec-dl-2019,iso,0.08,0.35931128228364295,0.9570685169124025,2207
minilm-l12,trec-dl-2019,iso,0.09,0.37946210268948655,0.8868169991326973,2045
minilm-l12,trec-dl-2019,iso,0.09999999999999999,0.3796477495107632,0.8863833477883781,2044
minilm-l12,trec-dl-2019,iso,0.11,0.3798335780714635,0.885949696444059,2043
minilm-l12,trec-dl-2019,iso,0.12,0.3798335780714635,0.885949696444059,2043
minilm-l12,trec-dl-2019,iso,0.13,0.38001958863858964,0.8855160450997398,2042
minilm-l12,trec-dl-2019,iso,0.14,0.39241803278688525,0.8464874241110147,1952
