model,dataset,method,tau,precision,coverage,n_accepted,n_test,gap,prevalence
minilm-l12,webis-touche2020,raw,0.9,0.8596491228070176,0.7169811320754716,228,318,0.04035087719298247,0.779874213836478
minilm-l12,webis-touche2020,temp,0.5,0.8458646616541353,0.8364779874213837,266,318,-0.3458646616541353,0.779874213836478
minilm-l12,webis-touche2020,temp,0.6,0.8553191489361702,0.7389937106918238,235,318,-0.25531914893617025,0.779874213836478
minilm-l12,webis-touche2020,temp,0.7,0.8543689320388349,0.6477987421383647,206,318,-0.15436893203883495,0.779874213836478
minilm-l12,webis-touche2020,temp,0.8,0.831081081081081,0.46540880503144655,148,318,-0.031081081081080986,0.779874213836478
minilm-l12,webis-touche2020,temp,0.9,0.5789473684210527,0.11949685534591195,38,318,0.32105263157894737,0.779874213836478
minilm-l12,webis-touche2020,platt,0.5,0.7947019867549668,0.949685534591195,302,318,-0.29470198675496684,0.779874213836478
minilm-l12,webis-touche2020,platt,0.6,0.8297872340425532,0.8867924528301887,282,318,-0.2297872340425532,0.779874213836478
minilm-l12,webis-touche2020,platt,0.7,0.84765625,0.8050314465408805,256,318,-0.14765625000000004,0.779874213836478
minilm-l12,webis-touche2020,platt,0.8,0.8469387755102041,0.6163522012578616,196,318,-0.04693877551020409,0.779874213836478
minilm-l12,webis-touche2020,platt,0.9,0.6458333333333334,0.1509433962264151,48,318,0.25416666666666665,0.779874213836478
minilm-l12,webis-touche2020,iso,0.5,0.8327402135231317,0.8836477987421384,281,318,-0.33274021352313166,0.779874213836478
minilm-l12,webis-touche2020,iso,0.6,0.8315412186379928,0.8773584905660378,279,318,-0.23154121863799282,0.779874213836478
minilm-l12,webis-touche2020,iso,0.7,0.8475836431226765,0.8459119496855346,269,318,-0.14758364312267658,0.779874213836478
minilm-l12,webis-touche2020,iso,0.8,0.8553191489361702,0.7389937106918238,235,318,-0.05531914893617018,0.779874213836478
minilm-l12,webis-touche2020,iso,0.9,,0.0,0,318,,0.779874213836478
minilm-l12,webis-touche2020,temp_lodo,0.5,0.8458646616541353,0.8364779874213837,266,318,-0.3458646616541353,0.779874213836478
minilm-l12,webis-touche2020,temp_lodo,0.6,0.8604651162790697,0.6761006289308176,215,318,-0.26046511627906976,0.779874213836478
minilm-l12,webis-touche2020,temp_lodo,0.7,0.816793893129771,0.4119496855345912,131,318,-0.11679389312977106,0.779874213836478
minilm-l12,webis-touche2020,temp_lodo,0.8,,0.03773584905660377,12,318,,0.779874213836478
minilm-l12,webis-touche2020,temp_lodo,0.9,,0.0,0,318,,0.779874213836478
tinybert-l2,dbpedia-entity,raw,0.5,0.5099085365853658,0.571553038553692,2624,4591,-0.009908536585365835,0.34698322805489
tinybert-l2,dbpedia-entity,raw,0.6,0.5191020086648287,0.553038553692006,2539,4591,0.08089799133517128,0.34698322805489
tinybert-l2,dbpedia-entity,raw,0.7,0.5281314168377823,0.530385536920061,2435,4591,0.17186858316221765,0.34698322805489
tinybert-l2,dbpedia-entity,raw,0.8,0.5384285100901675,0.5072968852101939,2329,4591,0.2615714899098326,0.34698322805489
tinybert-l2,dbpedia-entity,raw,0.9,0.5541724296911019,0.47244609017643213,2169,4591,0.3458275703088981,0.34698322805489
tinybert-l2,dbpedia-entity,temp,0.5,0.5099085365853658,0.571553038553692,2624,4591,-0.009908536585365835,0.34698322805489
tinybert-l2,dbpedia-entity,temp,0.6,0.560077519379845,0.44957525593552605,2064,4591,0.03992248062015502,0.34698322805489
tinybert-l2,dbpedia-entity,temp,0.7,0.6343042071197411,0.2692223916358092,1236,4591,0.06569579288025884,0.34698322805489
tinybert-l2,dbpedia-entity,temp,0.8,0.9339622641509434,0.023088651709867132,106,4591,-0.13396226415094337,0.34698322805489
tinybert-l2,dbpedia-entity,temp,0.9,,0.0,0,4591,,0.34698322805489
tinybert-l2,dbpedia-entity,platt,0.5,0.6129467296021578,0.3230233064691788,1483,4591,-0.11294672960215779,0.34698322805489
tinybert-l2,dbpedia-entity,platt,0.6,0.6952054794520548,0.19080810280984534,876,4591,-0.09520547945205482,0.34698322805489
tinybert-l2,dbpedia-entity,platt,0.7,0.8223938223938224,0.05641472446090177,259,4591,-0.12239382239382246,0.34698322805489
tinybert-l2,dbpedia-entity,platt,0.8,,0.00021781746896101068,1,4591,,0.34698322805489
tinybert-l2,dbpedia-entity,platt,0.9,,0.0,0,4591,,0.34698322805489
tinybert-l2,dbpedia-entity,iso,0.5,0.6801275239107333,0.20496623829231103,941,4591,-0.18012752391073328,0.34698322805489
tinybert-l2,dbpedia-entity,iso,0.6,0.751434034416826,0.11391853626660858,523,4591,-0.151434034416826,0.34698322805489
tinybert-l2,dbpedia-entity,iso,0.7,0.770618556701031,0.08451317795687215,388,4591,-0.07061855670103101,0.34698322805489
tinybert-l2,dbpedia-entity,iso,0.8,0.827433628318584,0.04922674798518841,226,4591,-0.02743362831858398,0.34698322805489
tinybert-l2,dbpedia-entity,iso,0.9,0.9418604651162791,0.01873230233064692,86,4591,-0.041860465116279055,0.34698322805489
tinybert-l2,dbpedia-entity,temp_lodo,0.5,0.5099085365853658,0.571553038553692,2624,4591,-0.009908536585365835,0.34698322805489
tinybert-l2,dbpedia-entity,temp_lodo,0.6,0.5687732342007435,0.4101502940535831,1883,4591,0.03122676579925643,0.34698322805489
tinybert-l2,dbpedia-entity,temp_lodo,0.7,0.726998491704374,0.14441298192115007,663,4591,-0.026998491704374072,0.34698322805489
tinybert-l2,dbpedia-entity,temp_lodo,0.8,,0.0,0,4591,,0.34698322805489
tinybert-l2,dbpedia-entity,temp_lodo,0.9,,0.0,0,4591,,0.34698322805489
tinybert-l2,trec-covid,raw,0.5,0.6997792494481236,0.7819332566168009,1359,1738,-0.19977924944812364,0.6242807825086306
tinybert-l2,trec-covid,raw,0.6,0.7052238805970149,0.7710011507479861,1340,1738,-0.10522388059701493,0.6242807825086306
tinybert-l2,trec-covid,raw,0.7,0.7081122062168309,0.7589182968929804,1319,1738,-0.008112206216830953,0.6242807825086306
tinybert-l2,trec-covid,raw,0.8,0.7126258714175058,0.742807825086306,1291,1738,0.08737412858249427,0.6242807825086306
tinybert-l2,trec-covid,raw,0.9,0.7179282868525897,0.7220943613348677,1255,1738,0.18207171314741033,0.6242807825086306
tinybert-l2,trec-covid,temp,0.5,0.6997792494481236,0.7819332566168009,1359,1738,-0.19977924944812364,0.6242807825086306
tinybert-l2,trec-covid,temp,0.6,0.7202283849918434,0.7054085155350979,1226,1738,-0.1202283849918434,0.6242807825086306
tinybert-l2,trec-covid,temp,0.7,0.7770345596432553,0.5161104718066744,897,1738,-0.07703455964325534,0.6242807825086306
tinybert-l2,trec-covid,temp,0.8,0.7863247863247863,0.06731875719217491,117,1738,0.013675213675213738,0.6242807825086306
tinybert-l2,trec-covid,temp,0.9,,0.0,0,1738,,0.6242807825086306
tinybert-l2,trec-covid,platt,0.5,0.7026627218934911,0.7779056386651323,1352,1738,-0.2026627218934911,0.6242807825086306
tinybert-l2,trec-covid,platt,0.6,0.7208163265306122,0.7048331415420023,1225,1738,-0.12081632653061225,0.6242807825086306
tinybert-l2,trec-covid,platt,0.7,0.7785234899328859,0.5143843498273878,894,1738,-0.07852348993288594,0.6242807825086306
tinybert-l2,trec-covid,platt,0.8,0.7863247863247863,0.06731875719217491,117,1738,0.013675213675213738,0.6242807825086306
tinybert-l2,trec-covid,platt,0.9,,0.0,0,1738,,0.6242807825086306
tinybert-l2,trec-covid,iso,0.5,0.6965065502183406,0.7905638665132336,1374,1738,-0.19650655021834063,0.6242807825086306
tinybert-l2,trec-covid,iso,0.6,0.765524625267666,0.5373993095512083,934,1738,-0.16552462526766598,0.6242807825086306
tinybert-l2,trec-covid,iso,0.7,0.8017366136034733,0.39758342922899886,691,1738,-0.1017366136034733,0.6242807825086306
tinybert-l2,trec-covid,iso,0.8,0.8302583025830258,0.15592635212888378,271,1738,-0.030258302583025753,0.6242807825086306
tinybert-l2,trec-covid,iso,0.9,0.8823529411764706,0.019562715765247412,34,1738,0.01764705882352946,0.6242807825086306
tinybert-l2,trec-covid,temp_lodo,0.5,0.6997792494481236,0.7819332566168009,1359,1738,-0.19977924944812364,0.6242807825086306
tinybert-l2,trec-covid,temp_lodo,0.6,0.7360754070265638,0.6714614499424626,1167,1738,-0.13607540702656384,0.6242807825086306
tinybert-l2,trec-covid,temp_lodo,0.7,0.8165467625899281,0.31990794016110474,556,1738,-0.11654676258992813,0.6242807825086306
tinybert-l2,trec-covid,temp_lodo,0.8,,0.0,0,1738,,0.6242807825086306
tinybert-l2,trec-covid,temp_lodo,0.9,,0.0,0,1738,,0.6242807825086306
tinybert-l2,trec-dl-2019,raw,0.5,0.4665090622537431,0.5503035559410234,1269,2306,0.03349093774625689,0.34952298352124894
tinybert-l2,trec-dl-2019,raw,0.6,0.4715447154471545,0.5333911535125759,1230,2306,0.1284552845528455,0.34952298352124894
tinybert-l2,trec-dl-2019,raw,0.7,0.48559322033898306,0.5117085862966175,1180,2306,0.2144067796610169,0.34952298352124894
tinybert-l2,trec-dl-2019,raw,0.8,0.4981981981981982,0.4813529921942758,1110,2306,0.30180180180180183,0.34952298352124894
tinybert-l2,trec-dl-2019,raw,0.9,0.5116731517509727,0.4457935819601041,1028,2306,0.3883268482490273,0.34952298352124894
tinybert-l2,trec-dl-2019,temp,0.5,0.4665090622537431,0.5503035559410234,1269,2306,0.03349093774625689,0.34952298352124894
tinybert-l2,trec-dl-2019,temp,0.6,0.5318435754189944,0.38811795316565484,895,2306,0.06815642458100557,0.34952298352124894
tinybert-l2,trec-dl-2019,temp,0.7,0.656,0.16261925411968778,375,2306,0.04399999999999993,0.34952298352124894
tinybert-l2,trec-dl-2019,temp,0.8,,0.0,0,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,temp,0.9,,0.0,0,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,platt,0.5,0.571656050955414,0.2723330442324371,628,2306,-0.07165605095541405,0.34952298352124894
tinybert-l2,trec-dl-2019,platt,0.6,0.6981132075471698,0.11491760624457936,265,2306,-0.09811320754716979,0.34952298352124894
tinybert-l2,trec-dl-2019,platt,0.7,,0.003469210754553339,8,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,platt,0.8,,0.0,0,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,platt,0.9,,0.0,0,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,iso,0.5,0.5809352517985612,0.24111014744145706,556,2306,-0.0809352517985612,0.34952298352124894
tinybert-l2,trec-dl-2019,iso,0.6,0.6923076923076923,0.12966175195143104,299,2306,-0.09230769230769231,0.34952298352124894
tinybert-l2,trec-dl-2019,iso,0.7,0.6984732824427481,0.11361665221162186,262,2306,0.0015267175572518665,0.34952298352124894
tinybert-l2,trec-dl-2019,iso,0.8,,0.0008673026886383347,2,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,iso,0.9,,0.0008673026886383347,2,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,temp_lodo,0.5,0.4665090622537431,0.5503035559410234,1269,2306,0.03349093774625689,0.34952298352124894
tinybert-l2,trec-dl-2019,temp_lodo,0.6,0.527448869752422,0.4028620988725065,929,2306,0.07255113024757798,0.34952298352124894
tinybert-l2,trec-dl-2019,temp_lodo,0.7,0.6069958847736625,0.21075455333911536,486,2306,0.09300411522633745,0.34952298352124894
tinybert-l2,trec-dl-2019,temp_lodo,0.8,,0.003035559410234172,7,2306,,0.34952298352124894
tinybert-l2,trec-dl-2019,temp_lodo,0.9,,0.0,0,2306,,0.34952298352124894
tinybert-l2,trec-dl-2020,raw,0.5,0.2600896860986547,0.5490678860358776,1561,2843,0.23991031390134532,0.16848399577910658
tinybert-l2,trec-dl-2020,raw,0.6,0.2658311345646438,0.5332395357017236,1516,2843,0.3341688654353562,0.16848399577910658
tinybert-l2,trec-dl-2020,raw,0.7,0.27104722792607805,0.513893774182202,1461,2843,0.4289527720739219,0.16848399577910658
tinybert-l2,trec-dl-2020,raw,0.8,0.2785923753665689,0.47977488568413645,1364,2843,0.5214076246334312,0.16848399577910658
tinybert-l2,trec-dl-2020,raw,0.9,0.2917329093799682,0.44249032711924025,1258,2843,0.6082670906200318,0.16848399577910658
tinybert-l2,trec-dl-2020,temp,0.5,0.2600896860986547,0.5490678860358776,1561,2843,0.23991031390134532,0.16848399577910658
tinybert-l2,trec-dl-2020,temp,0.6,0.3368421052631579,0.3341540626099191,950,2843,0.2631578947368421,0.16848399577910658
tinybert-l2,trec-dl-2020,temp,0.7,0.6067415730337079,0.03130495954977137,89,2843,0.09325842696629205,0.16848399577910658
tinybert-l2,trec-dl-2020,temp,0.8,,0.0,0,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,temp,0.9,,0.0,0,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,platt,0.5,0.7096774193548387,0.021807949349278932,62,2843,-0.20967741935483875,0.16848399577910658
tinybert-l2,trec-dl-2020,platt,0.6,,0.0,0,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,platt,0.7,,0.0,0,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,platt,0.8,,0.0,0,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,platt,0.9,,0.0,0,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,iso,0.5,0.5031055900621118,0.056630320084417866,161,2843,-0.0031055900621117516,0.16848399577910658
tinybert-l2,trec-dl-2020,iso,0.6,0.7954545454545454,0.015476609215617306,44,2843,-0.19545454545454544,0.16848399577910658
tinybert-l2,trec-dl-2020,iso,0.7,,0.01020049243756595,29,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,iso,0.8,,0.01020049243756595,29,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,iso,0.9,,0.004924375659514597,14,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,temp_lodo,0.5,0.2600896860986547,0.5490678860358776,1561,2843,0.23991031390134532,0.16848399577910658
tinybert-l2,trec-dl-2020,temp_lodo,0.6,0.3028229255774166,0.4111853675694689,1169,2843,0.2971770744225834,0.16848399577910658
tinybert-l2,trec-dl-2020,temp_lodo,0.7,0.4029363784665579,0.215617305663032,613,2843,0.29706362153344207,0.16848399577910658
tinybert-l2,trec-dl-2020,temp_lodo,0.8,,0.008793527963418923,25,2843,,0.16848399577910658
tinybert-l2,trec-dl-2020,temp_lodo,0.9,,0.0,0,2843,,0.16848399577910658
tinybert-l2,webis-touche2020,raw,0.5,0.8407960199004975,0.6320754716981132,201,318,-0.34079601990049746,0.779874213836478
tinybert-l2,webis-touche2020,raw,0.6,0.837696335078534,0.60062893081761,191,318,-0.23769633507853405,0.779874213836478
tinybert-l2,webis-touche2020,raw,0.7,0.8412698412698413,0.5943396226415094,189,318,-0.14126984126984132,0.779874213836478
tinybert-l2,webis-touche2020,raw,0.8,0.8305084745762712,0.5566037735849056,177,318,-0.03050847457627115,0.779874213836478
tinybert-l2,webis-touche2020,raw,0.9,0.8242424242424242,0.5188679245283019,165,318,0.0757575757575758,0.779874213836478
tinybert-l2,webis-touche2020,temp,0.5,0.8407960199004975,0.6320754716981132,201,318,-0.34079601990049746,0.779874213836478
tinybert-l2,webis-touche2020,temp,0.6,0.7890625,0.4025157232704403,128,318,-0.18906250000000002,0.779874213836478
tinybert-l2,webis-touche2020,temp,0.7,,0.07232704402515723,23,318,,0.779874213836478
tinybert-l2,webis-touche2020,temp,0.8,,0.0,0,318,,0.779874213836478
tinybert-l2,webis-touche2020,temp,0.9,,0.0,0,318,,0.779874213836478
tinybert-l2,webis-touche2020,platt,0.5,0.779874213836478,1.0,318,318,-0.27987421383647804,0.779874213836478
tinybert-l2,webis-touche2020,platt,0.6,0.779874213836478,1.0,318,318,-0.17987421383647806,0.779874213836478
tinybert-l2,webis-touche2020,platt,0.7,0.8104089219330854,0.8459119496855346,269,318,-0.11040892193308549,0.779874213836478
tinybert-l2,webis-touche2020,platt,0.8,0.8176100628930818,0.5,159,318,-0.017610062893081757,0.779874213836478
tinybert-l2,webis-touche2020,platt,0.9,,0.0,0,318,,0.779874213836478
tinybert-l2,webis-touche2020,iso,0.5,0.7993197278911565,0.9245283018867925,294,318,-0.29931972789115646,0.779874213836478
tinybert-l2,webis-touche2020,iso,0.6,0.803448275862069,0.9119496855345912,290,318,-0.20344827586206904,0.779874213836478
tinybert-l2,webis-touche2020,iso,0.7,0.8192307692307692,0.8176100628930818,260,318,-0.11923076923076925,0.779874213836478
tinybert-l2,webis-touche2020,iso,0.8,0.8300395256916996,0.7955974842767296,253,318,-0.030039525691699542,0.779874213836478
tinybert-l2,webis-touche2020,iso,0.9,,0.0,0,318,,0.779874213836478
tinybert-l2,webis-touche2020,temp_lodo,0.5,0.8407960199004975,0.6320754716981132,201,318,-0.34079601990049746,0.779874213836478
tinybert-l2,webis-touche2020,temp_lodo,0.6,0.8145695364238411,0.4748427672955975,151,318,-0.21456953642384113,0.779874213836478
tinybert-l2,webis-touche2020,temp_lodo,0.7,0.7317073170731707,0.2578616352201258,82,318,-0.03170731707317076,0.779874213836478
tinybert-l2,webis-touche2020,temp_lodo,0.8,,0.006289308176100629,2,318,,0.779874213836478
tinybert-l2,webis-touche2020,temp_lodo,0.9,,0.0,0,318,,0.779874213836478
bge-reranker,dbpedia-entity,raw,0.5,0.5922480620155038,0.42147680243955565,1935,4591,-0.09224806201550384,0.34698322805489
bge-reranker,dbpedia-entity,raw,0.6,0.6155593412833618,0.3835765628403398,1761,4591,-0.015559341283361783,0.34698322805489
bge-reranker,dbpedia-entity,raw,0.7,0.6381371932032724,0.34611195817904594,1589,4591,0.06186280679672751,0.34698322805489
bge-reranker,dbpedia-entity,raw,0.8,0.662807525325615,0.30102374210411675,1382,4591,0.137192474674385,0.34698322805489
bge-reranker,dbpedia-entity,raw,0.9,0.6967285587975243,0.24635155739490308,1131,4591,0.20327144120247576,0.34698322805489
bge-reranker,dbpedia-entity,temp,0.5,0.5922480620155038,0.42147680243955565,1935,4591,-0.09224806201550384,0.34698322805489
bge-reranker,dbpedia-entity,temp,0.6,0.6539792387543253,0.3147462426486604,1445,4591,-0.05397923875432531,0.34698322805489
bge-reranker,dbpedia-entity,temp,0.7,0.712890625,0.22304508821607494,1024,4591,-0.012890625000000044,0.34698322805489
bge-reranker,dbpedia-entity,temp,0.8,0.7777777777777778,0.13918536266608583,639,4591,0.022222222222222254,0.34698322805489
bge-reranker,dbpedia-entity,temp,0.9,0.8858267716535433,0.05532563711609671,254,4591,0.014173228346456734,0.34698322805489
bge-reranker,dbpedia-entity,platt,0.5,0.6827868852459016,0.265737312132433,1220,4591,-0.1827868852459016,0.34698322805489
bge-reranker,dbpedia-entity,platt,0.6,0.7341628959276018,0.19255064256153342,884,4591,-0.13416289592760178,0.34698322805489
bge-reranker,dbpedia-entity,platt,0.7,0.7883597883597884,0.12350250490089305,567,4591,-0.08835978835978842,0.34698322805489
bge-reranker,dbpedia-entity,platt,0.8,0.8518518518518519,0.07057285994336746,324,4591,-0.051851851851851816,0.34698322805489
bge-reranker,dbpedia-entity,platt,0.9,1.0,0.017207580047919842,79,4591,-0.09999999999999998,0.34698322805489
bge-reranker,dbpedia-entity,iso,0.5,0.6747648902821317,0.27793509039424963,1276,4591,-0.1747648902821317,0.34698322805489
bge-reranker,dbpedia-entity,iso,0.6,0.7925233644859813,0.11653234589414072,535,4591,-0.19252336448598129,0.34698322805489
bge-reranker,dbpedia-entity,iso,0.7,0.814317673378076,0.09736440862557177,447,4591,-0.11431767337807608,0.34698322805489
bge-reranker,dbpedia-entity,iso,0.8,0.8153153153153153,0.09671095621868873,444,4591,-0.01531531531531527,0.34698322805489
bge-reranker,dbpedia-entity,iso,0.9,0.9383561643835616,0.03180135046830756,146,4591,-0.0383561643835616,0.34698322805489
bge-reranker,dbpedia-entity,temp_lodo,0.5,0.5922480620155038,0.42147680243955565,1935,4591,-0.09224806201550384,0.34698322805489
bge-reranker,dbpedia-entity,temp_lodo,0.6,0.6664190193164933,0.2931823132215204,1346,4591,-0.0664190193164933,0.34698322805489
bge-reranker,dbpedia-entity,temp_lodo,0.7,0.7351598173515982,0.19080810280984534,876,4591,-0.03515981735159823,0.34698322805489
bge-reranker,dbpedia-entity,temp_lodo,0.8,0.8095238095238095,0.10063167065998693,462,4591,-0.00952380952380949,0.34698322805489
bge-reranker,dbpedia-entity,temp_lodo,0.9,0.9791666666666666,0.020910477020257025,96,4591,-0.07916666666666661,0.34698322805489
bge-reranker,trec-covid,raw,0.5,0.7079245283018868,0.7623705408515535,1325,1738,-0.2079245283018868,0.6242807825086306
bge-reranker,trec-covid,raw,0.6,0.7150663544106167,0.737054085155351,1281,1738,-0.11506635441061674,0.6242807825086306
bge-reranker,trec-covid,raw,0.7,0.7185483870967742,0.713463751438435,1240,1738,-0.0185483870967742,0.6242807825086306
bge-reranker,trec-covid,raw,0.8,0.7228915662650602,0.6685845799769851,1162,1738,0.07710843373493981,0.6242807825086306
bge-reranker,trec-covid,raw,0.9,0.7448478900883219,0.5863060989643268,1019,1738,0.15515210991167816,0.6242807825086306
bge-reranker,trec-covid,temp,0.5,0.7079245283018868,0.7623705408515535,1325,1738,-0.2079245283018868,0.6242807825086306
bge-reranker,trec-covid,temp,0.6,0.7327188940092166,0.6242807825086306,1085,1738,-0.13271889400921666,0.6242807825086306
bge-reranker,trec-covid,temp,0.7,0.7932432432432432,0.42577675489067895,740,1738,-0.09324324324324329,0.6242807825086306
bge-reranker,trec-covid,temp,0.8,0.8697183098591549,0.16340621403912542,284,1738,-0.06971830985915484,0.6242807825086306
bge-reranker,trec-covid,temp,0.9,,0.0005753739930955121,1,1738,,0.6242807825086306
bge-reranker,trec-covid,platt,0.5,0.7028023598820059,0.7802071346375143,1356,1738,-0.2028023598820059,0.6242807825086306
bge-reranker,trec-covid,platt,0.6,0.7233856893542757,0.6593785960874569,1146,1738,-0.12338568935427574,0.6242807825086306
bge-reranker,trec-covid,platt,0.7,0.7850821744627055,0.45512082853855007,791,1738,-0.0850821744627055,0.6242807825086306
bge-reranker,trec-covid,platt,0.8,0.8657718120805369,0.1714614499424626,298,1738,-0.06577181208053684,0.6242807825086306
bge-reranker,trec-covid,platt,0.9,,0.0005753739930955121,1,1738,,0.6242807825086306
bge-reranker,trec-covid,iso,0.5,0.7190016103059581,0.714614499424626,1242,1738,-0.2190016103059581,0.6242807825086306
bge-reranker,trec-covid,iso,0.6,0.7595066803699897,0.5598388952819332,973,1738,-0.15950668036998972,0.6242807825086306
bge-reranker,trec-covid,iso,0.7,0.8014925373134328,0.38550057537399307,670,1738,-0.10149253731343288,0.6242807825086306
bge-reranker,trec-covid,iso,0.8,0.8228346456692913,0.29228998849252014,508,1738,-0.022834645669291276,0.6242807825086306
bge-reranker,trec-covid,iso,0.9,0.9294117647058824,0.048906789413118525,85,1738,-0.02941176470588236,0.6242807825086306
bge-reranker,trec-covid,temp_lodo,0.5,0.7079245283018868,0.7623705408515535,1325,1738,-0.2079245283018868,0.6242807825086306
bge-reranker,trec-covid,temp_lodo,0.6,0.723874256584537,0.6772151898734177,1177,1738,-0.12387425658453699,0.6242807825086306
bge-reranker,trec-covid,temp_lodo,0.7,0.7623554153522608,0.547180667433832,951,1738,-0.06235541535226086,0.6242807825086306
bge-reranker,trec-covid,temp_lodo,0.8,0.8135593220338984,0.3394706559263521,590,1738,-0.013559322033898313,0.6242807825086306
bge-reranker,trec-covid,temp_lodo,0.9,0.9,0.0805523590333717,140,1738,0.0,0.6242807825086306
bge-reranker,trec-dl-2019,raw,0.5,0.5528756957328386,0.46747614917606245,1078,2306,-0.05287569573283857,0.34952298352124894
bge-reranker,trec-dl-2019,raw,0.6,0.5791583166332666,0.4327840416305291,998,2306,0.02084168336673342,0.34952298352124894
bge-reranker,trec-dl-2019,raw,0.7,0.5969331872946331,0.39592367736339984,913,2306,0.10306681270536688,0.34952298352124894
bge-reranker,trec-dl-2019,raw,0.8,0.6184690157958688,0.3568950563746748,823,2306,0.18153098420413127,0.34952298352124894
bge-reranker,trec-dl-2019,raw,0.9,0.6570996978851964,0.2870771899392888,662,2306,0.24290030211480362,0.34952298352124894
bge-reranker,trec-dl-2019,temp,0.5,0.5528756957328386,0.46747614917606245,1078,2306,-0.05287569573283857,0.34952298352124894
bge-reranker,trec-dl-2019,temp,0.6,0.6165865384615384,0.36079791847354725,832,2306,-0.016586538461538458,0.34952298352124894
bge-reranker,trec-dl-2019,temp,0.7,0.6980108499095841,0.23980919340849957,553,2306,0.001989150090415892,0.34952298352124894
bge-reranker,trec-dl-2019,temp,0.8,0.7756410256410257,0.13529921942758022,312,2306,0.024358974358974383,0.34952298352124894
bge-reranker,trec-dl-2019,temp,0.9,0.7857142857142857,0.024284475281873375,56,2306,0.11428571428571432,0.34952298352124894
bge-reranker,trec-dl-2019,platt,0.5,0.6731391585760518,0.26799653078924546,618,2306,-0.17313915857605178,0.34952298352124894
bge-reranker,trec-dl-2019,platt,0.6,0.7371937639198218,0.19470945359930616,449,2306,-0.13719376391982185,0.34952298352124894
bge-reranker,trec-dl-2019,platt,0.7,0.7818181818181819,0.11925411968777103,275,2306,-0.0818181818181819,0.34952298352124894
bge-reranker,trec-dl-2019,platt,0.8,0.8,0.04553339115351258,105,2306,0.0,0.34952298352124894
bge-reranker,trec-dl-2019,platt,0.9,,0.0026019080659150044,6,2306,,0.34952298352124894
bge-reranker,trec-dl-2019,iso,0.5,0.6395027624309392,0.3139635732870772,724,2306,-0.13950276243093918,0.34952298352124894
bge-reranker,trec-dl-2019,iso,0.6,0.7026515151515151,0.22896790980052037,528,2306,-0.10265151515151516,0.34952298352124894
bge-reranker,trec-dl-2019,iso,0.7,0.7487437185929648,0.17259323503902863,398,2306,-0.04874371859296489,0.34952298352124894
bge-reranker,trec-dl-2019,iso,0.8,0.793859649122807,0.09887250650477017,228,2306,0.0061403508771930015,0.34952298352124894
bge-reranker,trec-dl-2019,iso,0.9,,0.0004336513443191674,1,2306,,0.34952298352124894
bge-reranker,trec-dl-2019,temp_lodo,0.5,0.5528756957328386,0.46747614917606245,1078,2306,-0.05287569573283857,0.34952298352124894
bge-reranker,trec-dl-2019,temp_lodo,0.6,0.6192214111922141,0.3564614050303556,822,2306,-0.0192214111922141,0.34952298352124894
bge-reranker,trec-dl-2019,temp_lodo,0.7,0.704331450094162,0.2302688638334779,531,2306,-0.004331450094162026,0.34952298352124894
bge-reranker,trec-dl-2019,temp_lodo,0.8,0.7827586206896552,0.12575888985255854,290,2306,0.017241379310344862,0.34952298352124894
bge-reranker,trec-dl-2019,temp_lodo,0.9,0.7391304347826086,0.0199479618386817,46,2306,0.16086956521739137,0.34952298352124894
bge-reranker,trec-dl-2020,raw,0.5,0.34628099173553717,0.4256067534294759,1210,2843,0.15371900826446283,0.16848399577910658
bge-reranker,trec-dl-2020,raw,0.6,0.35883905013192613,0.39992965177629264,1137,2843,0.24116094986807385,0.16848399577910658
bge-reranker,trec-dl-2020,raw,0.7,0.37877312560856863,0.36123812873724936,1027,2843,0.3212268743914313,0.16848399577910658
bge-reranker,trec-dl-2020,raw,0.8,0.39713971397139713,0.31973267674991207,909,2843,0.4028602860286029,0.16848399577910658
bge-reranker,trec-dl-2020,raw,0.9,0.43137254901960786,0.26908195568061904,765,2843,0.46862745098039216,0.16848399577910658
bge-reranker,trec-dl-2020,temp,0.5,0.34628099173553717,0.4256067534294759,1210,2843,0.15371900826446283,0.16848399577910658
bge-reranker,trec-dl-2020,temp,0.6,0.39713971397139713,0.31973267674991207,909,2843,0.20286028602860284,0.16848399577910658
bge-reranker,trec-dl-2020,temp,0.7,0.48148148148148145,0.21843123461132607,621,2843,0.2185185185185185,0.16848399577910658
